job_id,file_name,status,time,new_unary,new_binary,other,total_derive_0,all_derive,percentage
897939,interleave2023_24.0_396245861b331d45e1345bd43fe352e2,SAT,712.018,4,1,0,6,8,0.75
898086,interleave2023_24.0_a18b6fbdfee43c007e07dedf15477797,SAT,3.353,0,0,0,3,3,1.0
898010,interleave2023_24.0_70ce0cff914efdc48f2a8fe86b5c68c6,SLURM_TIME_LIMIT,5100,0,897,0,112,169,0.6627218934911243
897864,interleave2023_24.0_18416a9ac0909dce5fa96345f784c87e,SLURM_TIME_LIMIT,5100,0,0,3900,147,147,1.0
898046,interleave2023_24.0_8b797110ff321ee673eab1542069f192,SLURM_TIME_LIMIT,5100,1129,834,25,64,118,0.5423728813559322
898035,interleave2023_24.0_828e1066a477e98e8d834528df3fc874,SLURM_TIME_LIMIT,5100,0,20,0,154,163,0.9447852760736196
897962,interleave2023_24.0_48539e7e4baae6db72cda7e8a9cecfa0,OUT_OF_MEMORY,5100,0,0,0,0,0,0
898107,interleave2023_24.0_ad69e0a0880cd377e26260f7e4bc6d51,OUT_OF_MEMORY,5100,0,0,0,0,0,0
897838,interleave2023_24.0_06b138e8a6da806e88ac7da2919cef30,UNDEFINED/UNSAT,2507.195,62,315,85,6,20,0.3
897829,interleave2023_24.0_0297c2a35f116ffd5382aea5b421e6df,UNDEFINED/UNSAT,9.67,0,1,0,17,18,0.9444444444444444
898149,interleave2023_24.0_ce49f590c98885f7ac95567f2b1e7dd5,SAT,2564.054,0,48,0,107,116,0.9224137931034483
898075,interleave2023_24.0_99d134de6323a845a2828596a48bbb1d,SLURM_TIME_LIMIT,5100,0,1880,0,108,163,0.6625766871165644
897991,interleave2023_24.0_63159b6b10c3d6832bd5944e05d78b11,SAT,5.905,0,0,0,3,3,1.0
898041,interleave2023_24.0_8751f8d1570611ba079dfd862b14c514,SAT,172.719,30,5,0,4,6,0.6666666666666666
898098,interleave2023_24.0_a8dc92a9c0434576b47c82c94ab5c446,UNDEFINED/UNSAT,425.211,2,273,24,37,70,0.5285714285714286
897849,interleave2023_24.0_0be1e12a8e7282d1a4e389bb90f6dbc7,SLURM_TIME_LIMIT,5100,0,16,0,153,158,0.9683544303797469
897892,interleave2023_24.0_246afd75cb97a21144f368c00252a656,UNDEFINED/UNSAT,3323.11,1,6,5,147,149,0.9865771812080537
897830,interleave2023_24.0_02c6fe8483e4f4474b7ac9731772535d,UNDEFINED/UNSAT,2749.163,17,0,0,8,11,0.7272727272727273
897902,interleave2023_24.0_28857e681fc6a9077d5a7d0e9c7a19ad,OUT_OF_MEMORY,5100,0,0,0,0,0,0
897919,interleave2023_24.0_303ba61141150f84b0d8b44839df59fd,SLURM_TIME_LIMIT,5100,0,0,0,203,203,1.0
897981,interleave2023_24.0_578b5e6a2f0b295168cb6c5420810a72,UNDEFINED/UNSAT,879.548,6,1099,2,51,93,0.5483870967741935
898069,interleave2023_24.0_965ca988015c9aee5a1a7b2136c1fe5d,SLURM_TIME_LIMIT,5100,0,0,0,171,171,1.0
898053,interleave2023_24.0_8db36208fc6ce43b4002cf048c549b3f,SLURM_TIME_LIMIT,5100,0,0,0,155,155,1.0
897949,interleave2023_24.0_41a8365f60db55b71d949df6954e0db7,SLURM_TIME_LIMIT,5100,0,0,0,174,174,1.0
897847,interleave2023_24.0_0a4ed112f2cdc0a524976a15d1821097,SLURM_TIME_LIMIT,5100,0,0,0,169,169,1.0
898176,interleave2023_24.0_deef4e5f8bf88393cea9589dff97d70c,SLURM_TIME_LIMIT,5100,1028,2416,9,35,92,0.3804347826086957
898162,interleave2023_24.0_d6402b482a5dc102a5b09360689e2be8,UNDEFINED/UNSAT,470.31,671,1398,241,5,46,0.10869565217391304
897930,interleave2023_24.0_361290e60ab2a8ea9dccfcff65bf0778,UNDEFINED/UNSAT,1034.529,5,0,0,2,3,0.6666666666666666
898195,interleave2023_24.0_f26f199564d6ffac7e700c2e66470ec0,SAT,3042.519,0,840,0,67,117,0.5726495726495726
898160,interleave2023_24.0_d5efaaee0197822c2676e45bac5068b2,SAT,1515.694,100,66,0,33,53,0.6226415094339622
897997,interleave2023_24.0_67a5b7ccde980b37576b993c79e176b0,OUT_OF_MEMORY,5100,0,0,0,0,0,0
898127,interleave2023_24.0_bc3a8bd47c5575c2f1b31882d28ee091,SLURM_TIME_LIMIT,5100,9,332,0,102,127,0.8031496062992126
898017,interleave2023_24.0_727cd7c528ac106f134cc882c9202108,SLURM_TIME_LIMIT,5100,128,317,3,21,46,0.45652173913043476
898117,interleave2023_24.0_b3840e295097a13e6697fff6be813eeb,SLURM_TIME_LIMIT,5100,0,1703,0,112,163,0.6871165644171779
898116,interleave2023_24.0_b2145c28dbed385329ea73a06d9c519a,SLURM_TIME_LIMIT,5100,0,0,0,174,174,1.0
898186,interleave2023_24.0_eca3692344e30ae83a49158b5baf3372,SAT,64.791,0,6,0,6,8,0.75
898059,interleave2023_24.0_911cbc796d15eb316d36c82c90fd7d11,SAT,5100,0,4,0,1,2,0.5
897820,interleave2023_24.0_00f2eb377986e7decbc863931680a3b2,UNDEFINED/UNSAT,19.894,20,111,3,3,7,0.42857142857142855
898047,interleave2023_24.0_8bcd3f3e269fa3c9516667b626d61602,SAT,519.526,0,344,0,29,51,0.5686274509803921
898071,interleave2023_24.0_96e01064ac3b644143278c21859e201f,SAT,265.787,0,67,0,28,41,0.6829268292682927
898082,interleave2023_24.0_9fe43145e48a0ef0096bb72531f1a0e3,SLURM_TIME_LIMIT,5100,1,327,0,88,104,0.8461538461538461
897857,interleave2023_24.0_11db226d109e82f93aaa3b2604173ff9,SLURM_TIME_LIMIT,5100,0,0,0,174,174,1.0
898170,interleave2023_24.0_da43a3ef0ef5d34143e765d480dedc7a,UNDEFINED/UNSAT,135.502,1,1,0,6,8,0.75
898089,interleave2023_24.0_a4941208671f6ebfd118e4e563538c31,SAT,346.773,0,0,0,70,70,1.0
897935,interleave2023_24.0_385a678ba820d79c6fb5f497adaf32ec,SLURM_TIME_LIMIT,5100,5,53,24,2,8,0.25
898064,interleave2023_24.0_93a87994c03a7752f85d863239555d48,SAT,85.358,9,57,8,1,6,0.16666666666666666
898204,interleave2023_24.0_faeb113864d97ea4cb3f01f95d2fe92f,SAT,6.286,0,0,0,3,3,1.0
898136,interleave2023_24.0_c1324a6876269ee93890e266fe214557,SAT,74.128,0,0,0,27,27,1.0
897984,interleave2023_24.0_587150fb7b12a6b5dd7e4a9446b9713b,SAT,5100,4,15,0,1,2,0.5
897831,interleave2023_24.0_0336f81b60baac5b8f481dd3c32861a5,SAT,50.916,19,14,0,13,17,0.7647058823529411
897945,interleave2023_24.0_3ff114cc7bee4f39fa56a0325e605c2d,UNDEFINED/UNSAT,361.302,2,298,1,24,54,0.4444444444444444
898029,interleave2023_24.0_7d58f2f0c79cbcad0496ced184ba0680,SLURM_TIME_LIMIT,5100,0,1036,0,88,141,0.624113475177305
897822,interleave2023_24.0_017ba03ed108f492c9293c7c95e5cae9,SLURM_TIME_LIMIT,5100,7,393,42,53,106,0.5
897876,interleave2023_24.0_1b86f59ce4c43f19f0ad1238f8c362b4,SAT,353.966,11,499,9,7,20,0.35
897951,interleave2023_24.0_4282ea42fd414bfd2c4bf81fe8a43e24,UNDEFINED/UNSAT,43.898,0,0,0,3,3,1.0
897873,interleave2023_24.0_1a6a635f5b959e191ec705b2f236568a,UNDEFINED/UNSAT,195.295,369,0,0,2,3,0.6666666666666666
898013,interleave2023_24.0_71758ed7637888d4fd4593ec820677bc,SAT,6.258,0,0,0,3,3,1.0
898151,interleave2023_24.0_cfc53adcc8ed18ca161bb6f8bc02b237,UNDEFINED/UNSAT,338.398,6,0,0,6,8,0.75
897869,interleave2023_24.0_19c6a29181bee2f3aa03bfb5c5d693d0,UNDEFINED/UNSAT,1498.242,0,107,0,51,80,0.6375
897894,interleave2023_24.0_24bf910d2b9da558fb3e71a4dbe79ba3,SAT,6.97,8,0,0,2,3,0.6666666666666666
898115,interleave2023_24.0_b157aeb75aec9158fed9e16d7fd2da57,SLURM_TIME_LIMIT,5100,638,1842,14,37,97,0.38144329896907214
898021,interleave2023_24.0_751402d0738e5622b599c651283cb48a,SAT,71.854,0,0,0,27,27,1.0
897881,interleave2023_24.0_1eea3d913d346b900252d77fc0cb25c8,SLURM_TIME_LIMIT,5100,1,1615,0,68,106,0.6415094339622641
898076,interleave2023_24.0_9a413c250f82a93d513d4092ba654ee2,UNDEFINED/UNSAT,332.437,1,2,0,6,8,0.75
898024,interleave2023_24.0_78d23f235b63b1b7f08eb1b6cfb03f34,SLURM_TIME_LIMIT,5100,0,398,0,109,138,0.7898550724637681
898193,interleave2023_24.0_f090d0d6eaff3b92c817f5db6fa47544,SLURM_TIME_LIMIT,5100,0,929,0,131,163,0.803680981595092
898060,interleave2023_24.0_91b88d172a08e2a57c189bddff51bfd5,SLURM_TIME_LIMIT,5100,8,346,0,102,121,0.8429752066115702
