job_id,file_name,status,time
883774,cadical_00bb0b4ef28ed38c49de4c54b9fabc4d,UNDEFINED,5000
883990,cadical_828e1066a477e98e8d834528df3fc874,UNDEFINED,4999
883828,cadical_1a6a635f5b959e191ec705b2f236568a,UNSATISFIABLE,15
884030,cadical_99d134de6323a845a2828596a48bbb1d,UNDEFINED,4999
883778,cadical_0191a0bf3412ed407ba669f8d69081ee,SATISFIABLE,51
884027,cadical_97a17306a2882e0fd1aa3981a267df0d,UNDEFINED,4999
883946,cadical_63159b6b10c3d6832bd5944e05d78b11,SATISFIABLE,34
883877,cadical_328da7966b09b2f6e99c93c4e877fbff,UNDEFINED,5000
884025,cadical_96ae6bde39369f75aa975b0f5b74c325,SATISFIABLE,198
883842,cadical_21667cf04beae213adbab0d48408a7e4,UNSATISFIABLE,1267
883981,cadical_79c109a8c1da53c6b636d3835f11a19d,UNSATISFIABLE,107
883780,cadical_01bd0865ab694bc71d80b7d285d5777d,UNSATISFIABLE,71
883897,cadical_3e7dc7350195104b76b7d03ab5b0af8f,UNDEFINED,4999
884035,cadical_9e7f2b92c6e46d03ddcafd798aa80cb6,out_of_memory,None
884080,cadical_bb8042839130ce5597c358c1955706ff,out_of_memory,None
883932,cadical_54ab5a53d2fdfcda16ec74768b29f901,UNDEFINED,4999
884044,cadical_a4941208671f6ebfd118e4e563538c31,SATISFIABLE,2506
883874,cadical_303ba61141150f84b0d8b44839df59fd,UNDEFINED,4999
883966,cadical_711ff7681711949f44b07a0d530dc729,UNSATISFIABLE,724
883799,cadical_096ac97e4261eabca440fc7bc135d7c0,SATISFIABLE,58
883930,cadical_53799aafcd0c684a2adc79400bd35f82,UNSATISFIABLE,928
883797,cadical_090eefb9bc472f6478e70baf2c6d2403,SATISFIABLE,1226
883785,cadical_02c6fe8483e4f4474b7ac9731772535d,UNSATISFIABLE,1823
884110,cadical_d1a62a8688c6c4fabd0dec3770ce40dd,SATISFIABLE,5
884043,cadical_a45b60e53917968f922b97c6f8aa8db3,UNSATISFIABLE,942
883926,cadical_4fe42891b004d7425631a8edb4252d3f,UNDEFINED,5000
883941,cadical_5a72cb588bcda7b1b54a1eac6b19ab2e,out_of_memory,None
883802,cadical_0a4ed112f2cdc0a524976a15d1821097,UNDEFINED,5000
883974,cadical_73063c6257a4ffc29f5bea7028403a64,SATISFIABLE,214
884062,cadical_ad69e0a0880cd377e26260f7e4bc6d51,UNSATISFIABLE,2096
883850,cadical_2537f10a45d7ab430334dc1de6bfbdf0,SATISFIABLE,190
883783,cadical_028d0cc7af63e9bba5795f20e24db4f6,SATISFIABLE,0
883816,cadical_15c53f73c62a78c24bf5974e4a7afcd8,UNDEFINED,5000
883883,cadical_358fa8d20aa467c7e9b9bf34f73d1dc9,SATISFIABLE,8
883847,cadical_246afd75cb97a21144f368c00252a656,UNSATISFIABLE,2715
883844,cadical_220bb8aa093e502c47afcdac3140d67c,SATISFIABLE,17
884036,cadical_9f3ef12b5b68f92eb9265721ea73bb03,SATISFIABLE,246
884013,cadical_909f704d5f4127c1197a086705468624,SATISFIABLE,10
883927,cadical_4ffb80a0ad8b753fee1492101ffcbdbb,UNDEFINED,5000
884094,cadical_c40838cb3ed9babe51dc41185e70a3dd,UNSATISFIABLE,310
883978,cadical_758f9ed67b4d2068c209157335e07266,UNDEFINED,4999
884026,cadical_96e01064ac3b644143278c21859e201f,SATISFIABLE,49
884029,cadical_98c6da979a0a22d384d465a1da17111e,out_of_memory,None
883948,cadical_6549f23728c52d5319f30371ff709622,out_of_memory,None
884053,cadical_a8dc92a9c0434576b47c82c94ab5c446,UNSATISFIABLE,401
884016,cadical_92387c29e87aa857e84feb301f3d6aff,SATISFIABLE,8
884086,cadical_bd0b055b890a9ace598a0c4aba40de30,UNSATISFIABLE,708
883798,cadical_0945c95ba9b82c32d12fc9d9e5229c5a,UNDEFINED,5000
883845,cadical_22d0a2fdc65d884c2bbde56af9feba4a,UNDEFINED,5000
883830,cadical_1b02025658c2a23e1fd3ce0a9c3633cb,SATISFIABLE,50
884089,cadical_c0069efa0c924e416878d9426f1ef92e,SATISFIABLE,677
884034,cadical_9e18c079efdc17ceade5c7a330b507d2,SATISFIABLE,71
883999,cadical_8a7a61a63a718e4dc5aba5426b31c063,UNSATISFIABLE,2205
884005,cadical_8cfc8e99d31bcaf18ff3360b08c8521c,UNDEFINED,4999
883848,cadical_24b93d0bf941e4b050c9109e4cb7faf4,SATISFIABLE,0
883902,cadical_40ae60a61929b6bfa2ac99ab4b9a0f7e,UNDEFINED,5000
883923,cadical_4f38f4b005cc54122135c8c21aec4b85,UNDEFINED,5000
883896,cadical_3cff6c97a515aecfe46ba0f1256a3c11,SATISFIABLE,7
884105,cadical_cea96962ebd736646af54d950943d909,SATISFIABLE,34
884108,cadical_d0fe6bf914469ca51675bac9078a2c0b,SATISFIABLE,235
883809,cadical_10196804504080e7107809a2e5b3bfcc,SATISFIABLE,1154
884028,cadical_9811b95bfd5888014d27e6dd384ff502,UNSATISFIABLE,278
883905,cadical_41c39c9a2d75ca50b603ea7c3d86106a,SATISFIABLE,5
883903,cadical_41457ee03686b32962c12445524f62a9,UNSATISFIABLE,185
883872,cadical_2ef023ae6c46e4415734f9349a36d678,UNSATISFIABLE,291
883994,cadical_8403d03df1ce64af3bf7581449d320fb,SATISFIABLE,20
883813,cadical_14a5ff0d6213dcfe182ec656764bbdfb,UNSATISFIABLE,1189
883925,cadical_4fdcf4248a332c1c9a89d37439c879a9,UNDEFINED,4999
884067,cadical_af3d5273605b21b9d4c56dd46cbf366a,SATISFIABLE,25
883775,cadical_00f2eb377986e7decbc863931680a3b2,UNSATISFIABLE,5
883841,cadical_211938776d92f11870a687abd11d55a4,UNSATISFIABLE,0
884015,cadical_91b88d172a08e2a57c189bddff51bfd5,UNDEFINED,5000
883959,cadical_6dca14e1af1795565d1e502ddc7d376b,out_of_memory,None
884024,cadical_965ca988015c9aee5a1a7b2136c1fe5d,UNDEFINED,5000
884011,cadical_8fa526d20599ca8c3d613e9066d62e61,UNSATISFIABLE,1123
884022,cadical_9631e4082abf03e560b889c5715d3979,SATISFIABLE,36
884076,cadical_b6c44ccb3174b7f0a69185b11de86cfa,UNSATISFIABLE,497
883973,cadical_72b5ad031bf852634bc081f9da9a5a60,UNSATISFIABLE,3191
883918,cadical_48ac8814180bdc90bf96a4caea64dae2,UNDEFINED,5000
883939,cadical_587150fb7b12a6b5dd7e4a9446b9713b,SATISFIABLE,0
883945,cadical_62c763bdf8d351b15df3a4d62a03eba0,SATISFIABLE,0
883832,cadical_1ce81dbba1292bf791e194b17aa2a219,UNSATISFIABLE,2320
883856,cadical_27b4fe4cb0b4e2fd8327209ca5ff352c,UNSATISFIABLE,0
884112,cadical_d3529338d35aa27e8024932d3b5f64b5,SATISFIABLE,33
883989,cadical_8270ae50e6f2881136868db6d3a88eee,UNSATISFIABLE,3806
883853,cadical_262009b8df6350761c7dfc8761f0af79,UNDEFINED,5000
883961,cadical_6e5efd19744842d1fa5415173bffbf6b,UNDEFINED,5000
884060,cadical_abe802007c9aed4eab2e758fb130174b,UNSATISFIABLE,908
883900,cadical_3ff114cc7bee4f39fa56a0325e605c2d,UNSATISFIABLE,251
883825,cadical_1a20649a8c79d6675d934cec271d573f,UNDEFINED,4999
883782,cadical_02066c116dbacc40ec5cca2067db26c0,UNSATISFIABLE,6
883914,cadical_45faf223af97fe9177daa3ad4002cf2f,out_of_memory,None
883921,cadical_4d2f74ef97b6d40ebd71f85dcb75c543,UNDEFINED,5000
883788,cadical_037c423f56548082b1935e88c48ffdda,SATISFIABLE,0
884004,cadical_8cf6b81061285343c4f33c51afdb3fbb,UNSATISFIABLE,1057
883859,cadical_28f29fe949422ec88892e18073de065c,UNSATISFIABLE,5
884032,cadical_9c7043290cee8127c3626d8067759267,UNSATISFIABLE,1076
883996,cadical_8751f8d1570611ba079dfd862b14c514,SATISFIABLE,78
884057,cadical_a9d081cbb33e6051be2512f2a2269d65,out_of_memory,None
883829,cadical_1aa7cd96ab1f7bf58984deccf8362ab4,UNSATISFIABLE,10
883846,cadical_23c4e178c94c0dff82ea6c87abed7ecc,UNDEFINED,5000
884021,cadical_953e9ff735bdf5ada27b0ab2b908b6af,UNSATISFIABLE,1285
883886,cadical_3663000b31a5c80922afc6e48322accb,UNSATISFIABLE,7
883899,cadical_3f4174289e971950c290f27892169bc5,UNDEFINED,4999
883852,cadical_26114429758a203d651f4df87c94de4c,UNSATISFIABLE,7
884001,cadical_8b797110ff321ee673eab1542069f192,UNDEFINED,5000
884014,cadical_911cbc796d15eb316d36c82c90fd7d11,SATISFIABLE,0
884092,cadical_c1b5c3d1016de7baeb0ddb3a2ab2d891,SATISFIABLE,201
884079,cadical_bab57c8799cb05c8c1757c60d4ebdefd,UNSATISFIABLE,1616
883962,cadical_6e9cae5108bd423666c73aaace197769,SATISFIABLE,263
884031,cadical_9a413c250f82a93d513d4092ba654ee2,UNSATISFIABLE,296
883840,cadical_20cae5fe475d571da703f89d5da4bb8f,UNSATISFIABLE,100
883947,cadical_644fd765d26bd4a380922ccd0f594c58,UNSATISFIABLE,371
883790,cadical_03a43a7ea55217f53542ed3f029963af,UNDEFINED,5000
883987,cadical_824c21545e228872744675ae4ee32976,UNDEFINED,5000
883920,cadical_4a6a797c6b4a8055d10b74edda9a5e30,UNDEFINED,5000
884075,cadical_b5cede38496a803dcfa155a5f4295c47,SATISFIABLE,785
884055,cadical_a931fb0e1490883ee7719eab96ed558a,UNSATISFIABLE,628
884090,cadical_c115ebeec47bb82fa7f9850a632ec94a,SATISFIABLE,75
883887,cadical_36c342091848d5d6a1a8eeb3a8b49b86,SATISFIABLE,0
883993,cadical_83cf6bfa7945b54e8c4ac659d1a4359e,SATISFIABLE,161
883792,cadical_03e9d1abe418a1727bbf2ead77d69d02,UNDEFINED,5000
883983,cadical_7b4622a3ab523264378a560199de47ed,UNSATISFIABLE,300
883815,cadical_15a2ec07aaca45d454a2fbfc0624e75e,out_of_memory,None
884064,cadical_ae9522ea003ea9f75891b2d37a5e264b,SATISFIABLE,0
883770,cadical_004b0f451f7d96f6a572e9e76360f51a,UNSATISFIABLE,150
884002,cadical_8bcd3f3e269fa3c9516667b626d61602,SATISFIABLE,428
883936,cadical_578b5e6a2f0b295168cb6c5420810a72,UNSATISFIABLE,1542
883821,cadical_18babbd2835b8a37c6299f8b0301c7c9,SATISFIABLE,5
883868,cadical_2b7e863462991fd008f9898eca63ebf4,SATISFIABLE,286
884097,cadical_c9f7ca549a6773bea4628e2c66f597c6,SATISFIABLE,71
883898,cadical_3f341c57c37d86350af5233b8e15e52e,UNDEFINED,5000
884046,cadical_a552a058e6376a36b1f1b2724f228364,UNSATISFIABLE,879
883831,cadical_1b86f59ce4c43f19f0ad1238f8c362b4,SATISFIABLE,35
883911,cadical_44092fcc83a5cba81419e82cfd18602c,UNSATISFIABLE,6
883960,cadical_6e31e88a5dadaa3876eb5ff4293134c2,out_of_memory,None
884041,cadical_a18b6fbdfee43c007e07dedf15477797,SATISFIABLE,84
883875,cadical_30e680ded3b9be6be0b5baac273f2646,UNSATISFIABLE,293
884023,cadical_964162c1faee2c1e3a4dfa4f9c75c34f,UNDEFINED,5000
883838,cadical_1f6cf91464c6a19022144774b162a3cc,UNSATISFIABLE,663
883894,cadical_396245861b331d45e1345bd43fe352e2,SATISFIABLE,658
883820,cadical_189e5991b041a89700513106988e720d,UNDEFINED,5000
883827,cadical_1a63072b90f88c7fa621b5041f412b79,UNSATISFIABLE,748
883982,cadical_7aaf3275cbe217044ef305f0a1ca8eb5,UNDEFINED,4999
883919,cadical_4989239fbeb6eb40fc0b664d9ba92636,UNSATISFIABLE,283
883876,cadical_323223c497a22051f5a3ef508ccbaa7c,SATISFIABLE,234
883916,cadical_46e119b7ff8d0781354bfe68139c99b5,UNSATISFIABLE,1529
883885,cadical_361290e60ab2a8ea9dccfcff65bf0778,UNDEFINED,5000
884000,cadical_8ade10da9731ce31d103c1687ff40a3d,SATISFIABLE,85
883949,cadical_65b1e2253626af4a72b954f8186a5880,UNSATISFIABLE,266
883824,cadical_19c6a29181bee2f3aa03bfb5c5d693d0,UNSATISFIABLE,654
884051,cadical_a811388cc92def6ef2d639dc062d456c,SATISFIABLE,79
883997,cadical_87ec32f70c5e3a279e636f7f62e70a19,UNDEFINED,4999
883826,cadical_1a40d2d8c589799a0d267cae03fcd4c5,SATISFIABLE,24
883937,cadical_578f9377bfbfcc6ea3a18eb630667956,SATISFIABLE,0
883882,cadical_34e5fd58b65bf305cc773f0dbfb47917,UNDEFINED,4999
883803,cadical_0ae0c5a4fb9001d63669a0aa5b592167,UNDEFINED,4999
883951,cadical_67904554c73addf89fe675bd8e494641,UNDEFINED,4999
883892,cadical_38833d6a1ff6a56ef22bd2dc1e3fdde7,UNDEFINED,5000
883942,cadical_5b3d8a4465726adfcb58b9cdb1cc33f1,UNDEFINED,4999
884007,cadical_8d458780fb74c28c01a5fe89990ad521,UNSATISFIABLE,17
883879,cadical_33bcf82677b7fdacf18dd48892596a1d,SATISFIABLE,267
883814,cadical_150b5f8cac40bb4e0fcbdd65c3c04701,out_of_memory,None
883870,cadical_2d0c041c0fe72dc32527bfbf34f63e61,SATISFIABLE,201
883863,cadical_29bab0de14e56e526be9683131005cb2,SATISFIABLE,285
883979,cadical_78d23f235b63b1b7f08eb1b6cfb03f34,UNDEFINED,5000
883880,cadical_33cfa309d10e1d4fe30f1302807f42ce,SATISFIABLE,167
883786,cadical_0336f81b60baac5b8f481dd3c32861a5,SATISFIABLE,3285
883873,cadical_2f219dfa21d996e1834aa247f934f304,UNSATISFIABLE,573
883986,cadical_81d2158d506ea1049708837460b9387e,UNSATISFIABLE,1441
883992,cadical_835ac60ca83af6f334b64b61c4ad345b,UNDEFINED,4999
884033,cadical_9de6ddddf7fde06bf2efd955e2bd1a83,SATISFIABLE,82
883819,cadical_18416a9ac0909dce5fa96345f784c87e,UNDEFINED,5000
883836,cadical_1eea3d913d346b900252d77fc0cb25c8,UNDEFINED,5000
883784,cadical_0297c2a35f116ffd5382aea5b421e6df,UNSATISFIABLE,2
883777,cadical_017ba03ed108f492c9293c7c95e5cae9,UNDEFINED,5000
883801,cadical_0a279c478775cdeede51ad431aebf200,UNDEFINED,5000
883794,cadical_075ca0a158690a55b7254d9aaee2e103,UNSATISFIABLE,314
883800,cadical_0982db5b0b15642e79e8242881529b39,UNDEFINED,5000
883888,cadical_3728fe50d8038c639c2d9c84e04fe2b1,SATISFIABLE,395
883904,cadical_41a8365f60db55b71d949df6954e0db7,UNDEFINED,4999
883952,cadical_67a5b7ccde980b37576b993c79e176b0,out_of_memory,None
883934,cadical_558ce551d2b933b7a5f1c7d2a6044930,UNDEFINED,5000
883985,cadical_7dc81d3cb9066f8bc06ceffbca237572,UNDEFINED,4999
883833,cadical_1d1af993697599892804df5878d58979,SATISFIABLE,6
883823,cadical_1932e1e8f0c78372759909e45a19ecc7,SATISFIABLE,2
883810,cadical_112b0ac22b2a567cd3badfed3a5497fd,UNSATISFIABLE,49
883929,cadical_52be8740aab896317320cd44a5d2af2f,UNDEFINED,5000
883771,cadical_008e7716c69009090ff6bd0048dc55f8,UNSATISFIABLE,824
883781,cadical_01dd5feb463fa80f73809718f6ff735b,UNSATISFIABLE,1180
883871,cadical_2e808d215e4155379a847b146ef38b34,UNSATISFIABLE,4966
884052,cadical_a83665715cf54e10f6d5382b97fd909c,out_of_memory,None
883977,cadical_751afd7ddf8f242ed7bd93517ba82149,UNSATISFIABLE,2317
883808,cadical_0ef0d91d378eab41ba6fb9dfc9b87fc8,UNDEFINED,5000
884091,cadical_c1324a6876269ee93890e266fe214557,SATISFIABLE,17
883854,cadical_2722f39c27dc45a989bb52761ed52e50,UNDEFINED,5000
883817,cadical_17039a3ed02ea12653ec5389e56dab50,UNSATISFIABLE,0
883963,cadical_705f6075b27775e03daf6e8d781cb953,UNSATISFIABLE,28
883954,cadical_68649ac2830edad5d0dc7e3d13935132,SATISFIABLE,63
884069,cadical_b09585f2346c207e9e14a3daf0de46cf,UNSATISFIABLE,2315
883806,cadical_0d3e99a07b6a6b67ac59d706c0af9d68,UNSATISFIABLE,1719
883972,cadical_727cd7c528ac106f134cc882c9202108,UNDEFINED,4999
883789,cadical_037d21e060a2e3eab8b080aa84ceee75,SATISFIABLE,12
883811,cadical_1153a473e1d5dd21ccd33189d594a4aa,UNDEFINED,4999
883881,cadical_3498eea73b78ddc444cbee48b121c541,UNSATISFIABLE,4059
883843,cadical_21bde0ebb111c637a1ae8789827b0b73,UNDEFINED,4999
883772,cadical_00a981f385cd209d41e1efa1f5f29bac,SATISFIABLE,2
884017,cadical_92c17c00d862668de6e6c45d4eecdc75,SATISFIABLE,1
883851,cadical_25b7a69d04a5029cf4ba2f483b5bec45,SATISFIABLE,192
883839,cadical_20be6aa61af15fd53b4c48eb3f2f3319,UNDEFINED,5000
883953,cadical_685d37e93ba26197925353e58026ae10,out_of_memory,None
883890,cadical_385a678ba820d79c6fb5f497adaf32ec,UNSATISFIABLE,1303
883837,cadical_1f215812371f0c428eb1f1e51f9f23d7,UNDEFINED,5000
883812,cadical_11db226d109e82f93aaa3b2604173ff9,UNDEFINED,5000
884073,cadical_b44611ea7852dd30215cc1cb09e1ab79,SATISFIABLE,74
883913,cadical_44b249f51321a2bf38f730534b781bec,SATISFIABLE,0
883787,cadical_036b541db9d0839b0591d408ff4f77ae,UNSATISFIABLE,157
883995,cadical_85240babab8083e1b381e2971d875ab8,UNDEFINED,5000
883910,cadical_4408f30395fb799e01b34b0dc7ee1d62,UNDEFINED,4999
883931,cadical_5437ba8972228ea5531a69a9aa064acc,UNSATISFIABLE,1946
884006,cadical_8d31ec9edeac705ffd1b23f0cc4f3256,SATISFIABLE,63
883976,cadical_751402d0738e5622b599c651283cb48a,SATISFIABLE,49
883891,cadical_385e2c7010a419a9bd47b9258c9d2903,UNDEFINED,5000
883889,cadical_37d40a1092b58ad28285b9453872d211,UNDEFINED,4999
884114,cadical_d46c3fc9e953d4f84e8a18e52e29e7b7,out_of_memory,None
884061,cadical_accf33a84bdf211bebbd2111fb7f6b91,SATISFIABLE,14
883967,cadical_71270454196ae092b28d0a74300a85e1,UNSATISFIABLE,3112
883776,cadical_00f4aca773e5675f35263dcd46b15bde,SATISFIABLE,122
884042,cadical_a292411f3f563a47c05a78f8295163dc,out_of_memory,None
884003,cadical_8c7477dc33a412514998a2fd6b32dbf5,UNDEFINED,4999
883944,cadical_5f6861053fb4ed4fc0b997cd6b505ef4,UNDEFINED,5000
883912,cadical_44ad104c3b0c83b4cfc260583dee2397,SATISFIABLE,35
883878,cadical_339b1cfda231aaca601cd6339c07ca2c,out_of_memory,None
883969,cadical_71bca76153c6ee65b72a517fd658a42d,SATISFIABLE,0
884106,cadical_cfc53adcc8ed18ca161bb6f8bc02b237,UNSATISFIABLE,294
884063,cadical_ae7e391be73431e5dddf2bbafe95758a,UNSATISFIABLE,949
883940,cadical_5918f1624d4dfd964227356786a4e9ec,UNDEFINED,5000
884059,cadical_aa4a861240c0c39b5aa44602133ae5e1,UNSATISFIABLE,920
883865,cadical_2a144840047376cee3b7b99455158976,UNSATISFIABLE,24
883924,cadical_4fd2e4e6ecb4fe8d3f9e1fda81633469,SATISFIABLE,6
883991,cadical_82fe0a5b2467d6e5299c315da8b16ec5,SATISFIABLE,82
883858,cadical_28e45a3e488ddac73b6116cc6f3e67e0,UNSATISFIABLE,5
883984,cadical_7d58f2f0c79cbcad0496ced184ba0680,UNDEFINED,4999
883818,cadical_177a4ad8fd76ad8240387998112c3168,SATISFIABLE,70
883796,cadical_08455b2e1e6fda910989f0481a20f1c3,out_of_memory,None
884020,cadical_945d67baeb7860df648ab6ef4782d5ed,SATISFIABLE,49
883869,cadical_2c9dc96b7a8b0410e64dd33f7e00a0c1,UNDEFINED,4999
884012,cadical_8fcc57f6c75cb2ac48d19e3038ad3c6c,UNSATISFIABLE,291
883807,cadical_0eb98926b26343d31954169dfbde2b24,UNSATISFIABLE,1111
884049,cadical_a7a9ca7e06b6b1e979950ea96183d07d,UNSATISFIABLE,2557
883909,cadical_4380f8ed143d97a65f8888b2feeddb80,UNDEFINED,4999
883822,cadical_19004c7d629f7e6e83c6e1d7a9a768a9,UNSATISFIABLE,27
883908,cadical_431bfb466be51ecd86b321b5cbce6d3c,UNSATISFIABLE,1
883964,cadical_70af2c3bfd44bcf9baa2a9605f4a17fe,UNSATISFIABLE,4
883849,cadical_24bf910d2b9da558fb3e71a4dbe79ba3,SATISFIABLE,3
883956,cadical_6b2ccabf0304af478a558b8a333ced32,UNDEFINED,4999
883795,cadical_0811f761eee5e4ef28196fd98884a67b,UNSATISFIABLE,4167
883915,cadical_4611cd26b441b8c5866e4a2c5a7952dc,UNDEFINED,4999
883998,cadical_89120de895868a3fccd74f30f78a5448,UNDEFINED,4999
883988,cadical_8252d67358381873e07bb637ad177b83,out_of_memory,None
883864,cadical_29e101b66dfddb440e974b9feec5b1aa,UNSATISFIABLE,83
883965,cadical_70ce0cff914efdc48f2a8fe86b5c68c6,SATISFIABLE,1336
884095,cadical_c7bf3517f47d583ae567de3db3708969,out_of_memory,None
883901,cadical_4029fbae284eaf924b37b6f43d3a67fb,UNDEFINED,5000
883862,cadical_29505dfcf090c4cfdfb59268160be81d,out_of_memory,None
884084,cadical_bca01a49805df3399a0438191019e417,SATISFIABLE,82
884083,cadical_bc7dc7a83b442a2bf4cf8cae3f0e0faa,out_of_memory,None
883805,cadical_0c9da400944b002f90fd385d4fdab385,SATISFIABLE,10
883884,cadical_35b19a3332597c1e5a3668f75ca72971,SATISFIABLE,213
883855,cadical_275d36e3f246990dccd094e5e1442ba9,UNDEFINED,5000
884154,cadical_f55acea8f0d207becbbbd26a11d97841,UNSATISFIABLE,2197
884162,cadical_fd2af7622798171f23a4b8d2616df55e,UNDEFINED,4999
884161,cadical_fd1fbc1b090c14746a883b3a17259743,UNSATISFIABLE,10
884169,cadical_ff867fd35aa52058382a8b0c21cd1f38,UNSATISFIABLE,1053
884165,cadical_fe19a31b76cbba5901e16ce36c7578ed,UNSATISFIABLE,0
884168,cadical_ff5170c690129f8c94658e82b6aab05c,UNDEFINED,4999
884159,cadical_faeb113864d97ea4cb3f01f95d2fe92f,SATISFIABLE,80
884156,cadical_f88afbcd8b4c29a8c1b3518caa4e949c,UNDEFINED,4999
884160,cadical_fb5d0254bc4b8d258eb84ea1dbcdda13,UNDEFINED,5000
884164,cadical_fdfcd52a21824b7181d66672f283ba04,SATISFIABLE,1
884163,cadical_fdc5aa7c150fd1c49ad3b50433277528,out_of_memory,None
884158,cadical_fab0db1ab0dd5baa3215aab51ab69355,SATISFIABLE,86
884167,cadical_fee70cede2b5b55bfbdb6e48fbe7ce4f,SATISFIABLE,337
884166,cadical_fe8b1ef742724947620a419d0180a640,UNSATISFIABLE,558
884155,cadical_f57aba96bfed8f8a8b860eba1a8f1ea5,UNDEFINED,4999
884157,cadical_f959755d7c68ea8b64d900e589fbe21f,SATISFIABLE,107
884816,cadical_f35ed23733431177436a1e7797c07dfe,SATISFIABLE,1803
884840,cadical_df237594dc22b8f7cad2c4b38a23e40c,UNDEFINED,5000
884843,cadical_9fe43145e48a0ef0096bb72531f1a0e3,UNDEFINED,4999
884822,cadical_eaf2f0803dd2045f1b189ee834ef0c8f,UNDEFINED,4999
884859,cadical_b86f2425cafeb1239d65bd529e372e02,UNDEFINED,5000
884818,cadical_f448874997bae64bd455fb00309dc738,SATISFIABLE,89
884853,cadical_dbe18c99e95ac42816b99b96d36a8732,UNDEFINED,4999
884833,cadical_d7f381cd99ca40ba3324c8cc03a54269,UNSATISFIABLE,71
884847,cadical_d8fa4265b93d0931ba6484e3cc0d7ab1,UNSATISFIABLE,987
884838,cadical_c9af5b23c87350f5d817acc9ca7b69bb,UNDEFINED,4999
884867,cadical_b2145c28dbed385329ea73a06d9c519a,UNDEFINED,5000
884869,cadical_d84a89fb1bc1ff37dc4737867257b290,SATISFIABLE,50
884880,cadical_eca3692344e30ae83a49158b5baf3372,SATISFIABLE,28
